"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
12186,"Rayman Arena","XB","N/A","Racing","Unknown",0.05,0.01,0,0,0.07
12189,"The King of Fighters 02/03","PS2","2005","Fighting","SNK",0.03,0.03,0,0.01,0.07
12190,"Kamen Rider: Dragon Knight","Wii","2009","Fighting","D3Publisher",0.06,0,0,0,0.07
12191,"Army Men: Green Rogue","PS","2001","Action","3DO",0.04,0.02,0,0,0.07
12193,"Lucian Bee's: Justice Yellow / Evil Violet","PS2","2010","Adventure","5pb",0,0,0.07,0,0.07
12194,"Sly 2: Band of Thieves","PS3","2010","Platform","Sony Computer Entertainment",0,0.05,0,0.02,0.07
12196,"Armored Core: Nine Breaker","PS2","2004","Simulation","505 Games",0.03,0.03,0,0.01,0.07
12198,"SBK 2011: FIM Superbike World Championship","X360","2011","Racing","Black Bean Games",0,0.06,0,0.01,0.07
12199,"Fairy Fencer F: Advent Dark Force","PS4","2015","Role-Playing","Idea Factory International",0.02,0,0.05,0,0.07
12200,"Cabela's Big Game Hunter 2005 Adventures","GC","2004","Sports","Activision",0.05,0.01,0,0,0.07
12201,"Worms 3D","GC","2003","Strategy","Sega",0.05,0.01,0,0,0.07
12202,"Fantasy Aquarium World","Wii","2009","Simulation","Destineer",0.06,0,0,0,0.07
12205,"TRON: Evolution","PC","2010","Action","Disney Interactive Studios",0.06,0,0,0,0.07
12206,"Gambler Densetsu Tetsuya","PS2","2001","Adventure","Athena",0,0,0.07,0,0.07
12207,"The Guided Fate Paradox","PS3","2013","Role-Playing","Nippon Ichi Software",0,0,0.06,0,0.07
12208,"Bleach: Hanatareshi Yabou","PS2","2006","Role-Playing","Sony Computer Entertainment",0,0,0.07,0,0.07
12209,"Karaoke Revolution Party","XB","2005","Misc","Konami Digital Entertainment",0.05,0.01,0,0,0.07
12210,"Cold Stone Creamery: Scoop It Up","Wii","2009","Misc","Zoo Games",0.06,0,0,0,0.07
12211,"Yoake Yori Ruriiro na: Brighter than Dawning Blue","PS2","2006","Adventure","Aria",0,0,0.07,0,0.07
12212,"Pandemonium 2","PS","1997","Platform","BMG Interactive Entertainment",0.04,0.02,0,0,0.07
12214,"National Geographic Challenge!","X360","N/A","Misc","Unknown",0.06,0,0,0,0.07
12215,"Fallout: Brotherhood of Steel","PS2","2004","Role-Playing","Avalon Interactive",0.03,0.03,0,0.01,0.07
12217,"Mayhem 3D","X360","2011","Racing","Evolved Games",0.06,0,0,0,0.07
12218,"One Piece: Unlimited World Red","WiiU","2014","Action","Namco Bandai Games",0,0.04,0.02,0,0.07
12219,"Parlor! Mini 2","SNES","1996","Misc","Nippon Telenet",0,0,0.07,0,0.07
12221,"Top Gun","PS3","2011","Simulation","505 Games",0.06,0,0,0.01,0.07
12224,"C: The Contra Adventure","PS","1998","Shooter","Konami Digital Entertainment",0.04,0.02,0,0,0.07
12227,"Worms Forts: Under Siege","XB","2004","Strategy","Sega",0.05,0.01,0,0,0.07
12228,"Dream C Club","X360","2009","Simulation","D3Publisher",0,0,0.07,0,0.07
12229,"Pro Evolution Soccer 2015","PC","2014","Sports","Konami Digital Entertainment",0,0.06,0,0.01,0.07
12232,"Full Spectrum Warrior: Ten Hammers","PS2","2006","Strategy","THQ",0.03,0.02,0,0.01,0.07
12233,"Streets of Rage 3","GEN","1993","Action","Sega",0,0,0.07,0,0.07
12239,"Hasbro Family Game Night Fun Pack","X360","2011","Misc","Electronic Arts",0.06,0,0,0,0.07
12240,"Port Royale 3","X360","N/A","Simulation","Kalypso Media",0.06,0,0,0,0.07
12241,"Pro Yaky? Spirits 4","PS3","2007","Sports","Konami Digital Entertainment",0,0,0.07,0,0.07
12242,"Speed Racer","PS","1996","Racing","Tomy Corporation",0.04,0.02,0,0,0.07
12243,"NHL Hitz Pro","XB","2003","Sports","Midway Games",0.05,0.01,0,0,0.07
12249,"Ojyousama Express","PS","1998","Strategy","Media Works",0,0,0.06,0,0.06
12251,"Chrysler Classic Racing","Wii","2008","Racing","Zoo Games",0.06,0,0,0,0.06
12252,"Wings of War","XB","2004","Simulation","Take-Two Interactive",0.05,0.01,0,0,0.06
12255,"187: Ride or Die","XB","2005","Racing","Ubisoft",0.05,0.01,0,0,0.06
12256,"RPG Maker 3","PS2","2004","Role-Playing","Enterbrain",0.03,0.02,0,0.01,0.06
12257,"Zatch Bell! Mamodo Battles","GC","2005","Fighting","Namco Bandai Games",0.05,0.01,0,0,0.06
12258,"Motion Explosion!","X360","2011","Misc","505 Games",0.05,0.01,0,0,0.06
12261,"Kabuki Warriors","XB","2001","Action","Genki",0.05,0.01,0,0,0.06
12265,"Discworld","PS","1994","Adventure","Psygnosis",0.04,0.02,0,0,0.06
12266,"The LEGO Movie Videogame","PC","2014","Action","Warner Bros. Interactive Entertainment",0.02,0.04,0,0.01,0.06
12267,"Escape from Bug Island","Wii","2006","Action","Eidos Interactive",0.04,0.01,0.01,0,0.06
12268,"World Poker Tour","XB","2005","Misc","Take-Two Interactive",0.05,0.01,0,0,0.06
12269,"Pirates: The Legend of Black Kat","XB","2002","Adventure","Electronic Arts",0.05,0.01,0,0,0.06
12271,"July","DC","1998","Adventure","Fortyfive",0,0,0.06,0,0.06
12273,"Bleach: Versus Crusade","Wii","2008","Fighting","Sega",0,0,0.06,0,0.06
12274,"Kanon","DC","2000","Adventure","NEC Interchannel",0,0,0.06,0,0.06
12275,"NanoBreaker","PS2","2005","Action","Konami Digital Entertainment",0.03,0.02,0,0.01,0.06
12276,"Bionicle","XB","2003","Action","Electronic Arts",0.05,0.01,0,0,0.06
12278,"Guitar Freaks 3rdMIX & DrumMania 2ndMIX","PS2","2000","Simulation","Konami Digital Entertainment",0,0,0.06,0,0.06
12280,"Santa Claus Is Comin' to Town!","Wii","2011","Puzzle","Crave Entertainment",0.06,0,0,0,0.06
12281,"BMX XXX","GC","2002","Sports","Acclaim Entertainment",0.05,0.01,0,0,0.06
12282,"Broken Sword 5: The Serpent's Curse","PS4","2015","Adventure","Revolution Software",0,0.06,0,0.01,0.06
12284,"Aggressive Inline","XB","2002","Sports","Acclaim Entertainment",0.05,0.01,0,0,0.06
12291,"Super Mahjong 2: Honkaku 4Jin Uchi","SNES","1993","Misc","Imax",0,0,0.06,0,0.06
12292,"XGRA: Extreme G Racing Association","PS2","2003","Racing","Acclaim Entertainment",0.03,0.02,0,0.01,0.06
12293,"Cabela's Trophy Bucks","Wii","2008","Sports","Activision Value",0.06,0,0,0,0.06
12296,"Fist of the North Star: Ken's Rage 2","X360","2012","Fighting","Tecmo Koei",0.03,0.01,0.02,0,0.06
12301,"Legend of the Dragon","Wii","2007","Fighting","Game Factory",0.06,0,0,0,0.06
12303,"Ray Tracers","PS","1997","Racing","Sony Computer Entertainment",0.04,0.02,0,0,0.06
12304,"Monster Madness: Grave Danger","PS3","2008","Shooter","SouthPeak Games",0.05,0.01,0,0.01,0.06
12306,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono","PS2","2009","Misc","D3Publisher",0,0,0.06,0,0.06
12310,"Kiniro no Corda 2","PS2","2007","Role-Playing","Tecmo Koei",0,0,0.06,0,0.06
12311,"Fast Food Panic","Wii","2009","Simulation","Nobilis",0.06,0,0,0,0.06
12314,"Another Code R: A Journey into Lost Memories","Wii","2009","Adventure","Nintendo",0,0.03,0.03,0,0.06
12315,"Gallop Racer 2004","PS2","2004","Sports","Zoo Digital Publishing",0.03,0.02,0,0.01,0.06
12317,"Sunrise Eiyuutan R","PS2","2000","Role-Playing","Sunrise Interactive",0,0,0.06,0,0.06
12318,"Mobile Suit Gundam Seed: Never Ending Tomorrow","PS2","2004","Shooter","Namco Bandai Games",0.03,0.02,0,0.01,0.06
12319,"The Book of Unwritten Tales: The Critter Chronicles","PC","2011","Action","Crimson Cow",0,0.05,0,0.01,0.06
12320,"Octomania","Wii","2007","Puzzle","Midas Interactive Entertainment",0.06,0,0,0,0.06
12321,"F1 2001","XB","2001","Racing","Electronic Arts",0.05,0.01,0,0,0.06
12322,"Fishing Master (jp sales)","Wii","2007","Sports","Konami Digital Entertainment",0,0,0.06,0,0.06
12325,"Tonka Rescue Patrol","GC","2003","Action","TDK Mediactive",0.05,0.01,0,0,0.06
12326,"GunGriffon II","SAT","1998","Simulation","ESP",0,0,0.06,0,0.06
12328,"Legend of Kay","PS4","2015","Action","Nordic Games",0.02,0.03,0,0.01,0.06
12329,"Order Up!!","PS3","2011","Action","Funbox Media",0.04,0.01,0,0.01,0.06
12332,"Spy Fox in Dry Cereal","Wii","2008","Adventure","Majesco Entertainment",0.06,0,0,0,0.06
12333,"Cel Damage","GC","2002","Racing","Electronic Arts",0.05,0.01,0,0,0.06
12334,"Lego Batman 3: Beyond Gotham","PC","2014","Action","Warner Bros. Interactive Entertainment",0,0.06,0,0.01,0.06
12335,"Killer Instinct (2013)","XOne","2013","Fighting","Microsoft Game Studios",0.03,0.03,0,0.01,0.06
12337,"Steins;Gate: Senkei Kousoku no Phonogram","PS3","2013","Adventure","5pb",0,0,0.06,0,0.06
12338,"Seaman 2: Peking Genjin Ikusei Kit","PS2","2007","Simulation","Sega",0,0,0.06,0,0.06
12344,"Arc the Lad: End of Darkness","PS2","2004","Role-Playing","Sony Computer Entertainment",0.03,0.02,0,0.01,0.06
12346,"The King of Route 66","PS2","2003","Racing","Sega",0.03,0.02,0,0.01,0.06
12347,"Sherlock Holmes: Crimes & Punishments","X360","2014","Adventure","Focus Home Interactive",0.03,0.03,0,0.01,0.06
12348,"Bubble Bobble also featuring Rainbow Islands","PS","1995","Puzzle","Acclaim Entertainment",0.04,0.02,0,0,0.06
12349,"Intellivision Lives!","GC","2004","Misc","Crave Entertainment",0.05,0.01,0,0,0.06
12350,"Star Wars Knights of the Old Republic II: The Sith Lords","PC","2005","Role-Playing","LucasArts",0.01,0.04,0,0.01,0.06
12353,"Robotica","SAT","1994","Shooter","Sega",0,0,0.06,0,0.06
12354,"Deathrow: Underground Team Combat","XB","2002","Sports","Ubisoft",0.05,0.01,0,0,0.06
12355,"Land of the Dead: Road to Fiddler's Green","XB","2005","Shooter","Groove Games",0.05,0.01,0,0,0.06
12356,"R-Types","PS","1998","Shooter","Virgin Interactive",0.04,0.02,0,0,0.06
12357,"Star Fighter","PS","1995","Shooter","Telstar",0.04,0.02,0,0,0.06
12362,"Age of Empires Online","PC","2011","Strategy","Microsoft Game Studios",0.01,0.04,0,0.01,0.06
12363,"Alien Syndrome","Wii","2007","Role-Playing","Sega",0.06,0,0,0,0.06
12368,"Mystic Heroes","PS2","2002","Action","Tecmo Koei",0.03,0.02,0,0.01,0.06
12372,"Samurai Shodown Anthology","Wii","2008","Fighting","Ignition Entertainment",0.06,0,0,0,0.06
12380,"Code Geass: Hangyaku no Lelouch - Lost Colors","PS2","2008","Adventure","Namco Bandai Games",0,0,0.06,0,0.06
12384,"Power Shovel","PS","2000","Action","JVC",0.03,0.02,0,0,0.06
12385,"Blur","PC","2010","Racing","Activision",0.01,0.04,0,0.01,0.06
12386,"Generator Rex: Agent of Providence","X360","2011","Action","Activision",0.05,0.01,0,0,0.06
12387,"A llI S.V.: A Ressha de Gyoukou 3 Super Version","SNES","1995","Simulation","Pack-In-Video",0,0,0.06,0,0.06
12388,"Spy Games: Elevator Mission","Wii","2007","Shooter","Tommo",0.06,0,0,0,0.06
12389,"Strike Force Bowling","GC","2005","Sports","Crave Entertainment",0.05,0.01,0,0,0.06
12390,"Song of the Deep","PS4","2016","Action","Insomniac Games",0.05,0,0,0.01,0.06
12392,"Atelier Iris 2: The Azoth Of Destiny","PS2","2005","Role-Playing","Tecmo Koei",0.03,0.02,0,0.01,0.06
12393,"There","PS","2002","Simulation","Infogrames",0.03,0.02,0,0,0.06
12396,"Tokimeki no Houkago","PS","1998","Misc","Konami Digital Entertainment",0,0,0.06,0,0.06
12397,"Championship Surfer","PS","2000","Sports","Mattel Interactive",0.03,0.02,0,0,0.06
12398,"Unreal Tournament III","PC","2007","Shooter","Midway Games",0,0.05,0,0.01,0.06
12399,"Monster Garage","XB","2004","Strategy","Activision Value",0.05,0.01,0,0,0.06
12400,"Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!","WiiU","2015","Misc","Namco Bandai Games",0,0,0.06,0,0.06
12401,"The Next BIG Thing","PC","2011","Adventure","Focus Home Interactive",0,0.05,0,0.01,0.06
12402,"Tecmo Classic Arcade","XB","2005","Misc","Microsoft Game Studios",0.05,0.01,0,0,0.06
12404,"Valentino Rossi: The Game","PS4","2016","Racing","Namco Bandai Games",0.01,0.05,0,0.01,0.06
12405,"Monkey Island: Special Edition Collection","X360","2011","Adventure","Activision",0,0.05,0,0.01,0.06
12406,"Mad Maestro!","PS2","2001","Misc","Eidos Interactive",0.03,0.02,0,0.01,0.06
12408,"Densha De Go! 3 Tsuukinhen","PS2","2001","Simulation","Taito",0,0,0.06,0,0.06
12409,"Biker Mice From Mars","PS2","2006","Racing","Game Factory",0.03,0.02,0,0.01,0.06
12410,"Call of Duty 2","PC","2005","Shooter","Activision",0,0.05,0,0.01,0.06
12414,"Pro Evolution Soccer 2017","PS3","2016","Sports","Konami Digital Entertainment",0,0.01,0.04,0,0.06
12415,"Giants: Citizen Kabuto","PS2","2001","Shooter","Interplay",0.03,0.02,0,0.01,0.06
12416,"Steins;Gate","X360","2009","Adventure","5pb",0,0,0.06,0,0.06
12417,"A New Beginning","PC","2010","Adventure","Deep Silver",0,0.05,0,0.01,0.06
12418,"MotoGP 10/11","X360","2011","Racing","Capcom",0,0.05,0,0.01,0.06
12419,"Alone in the Dark","PS2","2008","Adventure","Atari",0.03,0.02,0,0.01,0.06
12420,"Guilty Gear XX Accent Core Plus","PS2","2008","Fighting","PQube",0.03,0.02,0,0.01,0.06
12421,"Muppets Party Cruise","PS2","2003","Misc","TDK Mediactive",0.03,0.02,0,0.01,0.06
12424,"Shonen Jump's One Piece: Grand Battle","GC","2005","Fighting","Namco Bandai Games",0.05,0.01,0,0,0.06
12425,"Barbie Horse Adventures: Wild Horse Rescue","XB","2003","Sports","Vivendi Games",0.05,0.01,0,0,0.06
12427,"Blast Lacrosse","PS","2001","Sports","Acclaim Entertainment",0.03,0.02,0,0,0.06
12428,"Devil's Third","WiiU","2015","Action","Nintendo",0.04,0.02,0,0.01,0.06
12429,"DreamWorks Super Star Kartz","X360","2011","Racing","Activision",0.05,0.01,0,0,0.06
12431,"Kikou Heidan J-Phoenix","PS2","2001","Action","Takara",0,0,0.06,0,0.06
12432,"Backyard NFL Football '10","PS2","2009","Sports","Atari",0.03,0.02,0,0.01,0.06
12433,"Barbie and Her Sisters Puppy Rescue","Wii","2015","Action","Namco Bandai Games",0,0.06,0,0,0.06
12437,"Puzzler Collection","Wii","2008","Puzzle","Ubisoft",0.05,0.01,0,0,0.06
12438,"Naruto Shippuden: Gekito Ninja Taisen! Special","Wii","2010","Fighting","Takara Tomy",0,0,0.06,0,0.06
12439,"Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu","PS3","2012","Action","Sega",0,0,0.06,0,0.06
12440,"Akai Katana Shin","X360","2011","Shooter","Cave",0.04,0,0.01,0,0.06
12441,"Kekkon: Marriage","SAT","1995","Adventure","Shogakukan",0,0,0.06,0,0.06
12442,"Terraria","PS4","2014","Action","505 Games",0,0.05,0.01,0.01,0.06
12444,"KimiKiss","PS2","2006","Adventure","Enterbrain",0,0,0.06,0,0.06
12445,"Cold Fear","XB","2005","Action","Ubisoft",0.05,0.01,0,0,0.06
12447,"Chevrolet Camaro: Wild Ride","Wii","2010","Racing","Storm City Games",0.06,0,0,0,0.06
12449,"Risen 3: Titan Lords","PS4","2015","Role-Playing","Deep Silver",0,0.05,0,0.01,0.06
12454,"S.T.A.L.K.E.R.: Call of Pripyat","PC","2009","Shooter","Namco Bandai Games",0,0.05,0,0.01,0.06
12455,"Champion Jockey: G1 Jockey & Gallop Racer","X360","2011","Sports","Tecmo Koei",0,0.05,0,0.01,0.06
12458,"Cocoto Kart Racer","Wii","2008","Racing","Conspiracy Entertainment",0.06,0,0,0,0.06
12459,"Mobile Suit Gundam 00: Gundam Meisters","PS2","2008","Action","Namco Bandai Games",0,0,0.06,0,0.06
12460,"Call of Cthulhu: Dark Corners of the Earth","XB","2005","Adventure","Take-Two Interactive",0.05,0.01,0,0,0.06
12461,"The Great Escape","XB","2003","Action","SCi",0.05,0.01,0,0,0.06
12464,"Metal Gear Solid: Social Ops","PS2","2002","Action","Konami Digital Entertainment",0.03,0.02,0,0.01,0.06
12467,"The Witcher","PC","2007","Role-Playing","Atari",0,0.05,0,0.01,0.06
12468,"PenPen TriIceLon","DC","1998","Racing","Infogrames",0,0,0.06,0,0.06
12470,"Grey's Anatomy: The Video Game","Wii","2009","Adventure","Ubisoft",0.05,0.01,0,0,0.06
12474,"Vexx","GC","2003","Platform","Acclaim Entertainment",0.05,0.01,0,0,0.06
12475,"Crazy Chicken Tales","Wii","2009","Action","Conspiracy Entertainment",0.06,0,0,0,0.06
12476,"Super Robot Wars OG Saga Masou Kishin F: Coffin of the End","PS3","2014","Strategy","Namco Bandai Games",0,0,0.06,0,0.06
12478,"Batman: Rise of Sin Tzu","GC","2003","Action","Ubisoft",0.05,0.01,0,0,0.06
12479,"Sacred 2: Fallen Angel","PC","2008","Role-Playing","Ascaron Entertainment GmbH",0,0.05,0,0.01,0.06
12481,"Dead Rising 2: Off the Record","PC","2011","Action","Capcom",0.04,0.02,0,0.01,0.06
12484,"Disney Sports Skateboarding","GC","2002","Sports","Konami Digital Entertainment",0.05,0.01,0,0,0.06
12487,"Inversion","X360","2012","Shooter","Namco Bandai Games",0.03,0.02,0,0.01,0.06
12490,"Odin Sphere: Leifthrasir","PS3","2016","Role-Playing","Nippon Ichi Software",0.01,0.02,0.03,0.01,0.06
12491,"Pro Evolution Soccer 2012","PS2","2011","Action","Konami Digital Entertainment",0,0,0.06,0,0.06
12492,"Terminator 3: The Redemption","XB","2004","Shooter","Atari",0.05,0.01,0,0,0.06
12493,"Alvin and the Chipmunks","Wii","2007","Misc","Eidos Interactive",0.05,0,0,0,0.06
12494,"EverQuest II: Destiny of Velious","PC","2011","Role-Playing","Sony Online Entertainment",0.06,0,0,0,0.06
12496,"Neon Genesis Evangelion","N64","1999","Adventure","Namco Bandai Games",0,0,0.06,0,0.06
12497,"Serious Sam II","XB","2005","Shooter","Take-Two Interactive",0.05,0.01,0,0,0.06
12498,"Remember Me","PC","2013","Action","Capcom",0,0.05,0,0.01,0.06
12499,"ICO","PS3","2011","Action","Sony Computer Entertainment",0,0,0.06,0,0.06
12500,"Flipnic: Ultimate Pinball","PS2","2003","Misc","Ubisoft",0.03,0.02,0,0.01,0.06
12502,"NBA Hangtime","PS","1996","Sports","Midway Games",0.03,0.02,0,0,0.06
12503,"Cabela's Big Game Hunter (2008)","X360","2007","Sports","Activision Value",0.06,0,0,0,0.06
12504,"My Fitness Coach: Club","Wii","2011","Sports","Ubisoft",0,0.05,0,0.01,0.06
12505,"D.C. II P.S.: Da Capo II Plus Situation","PS2","2008","Adventure","Kadokawa Shoten",0,0,0.06,0,0.06
12506,"Top Gear Hyper-Bike","N64","1999","Racing","Kemco",0.05,0.01,0,0,0.06
12507,"Brunswick Circuit Pro Bowling","N64","1999","Sports","THQ",0.05,0.01,0,0,0.06
12508,"Olympic Hockey 98","N64","1998","Sports","GT Interactive",0.05,0.01,0,0,0.06
12509,"CyberTiger","N64","2000","Sports","Electronic Arts",0.05,0.01,0,0,0.06
12510,"Penny Racers","N64","1998","Racing","THQ",0.05,0.01,0,0,0.06
12511,"S.C.A.R.S","N64","1998","Racing","Ubisoft",0.05,0.01,0,0,0.06
12512,"Virtual Chess 64","N64","1998","Misc","Titus",0.05,0.01,0,0,0.06
12513,"Marvel Super Heroes","SAT","1997","Fighting","Capcom",0,0,0.06,0,0.06
12514,"Mike Piazza's Strike Zone","N64","1998","Sports","GT Interactive",0.05,0.01,0,0,0.06
12515,"Bust-A-Move '99","N64","1998","Puzzle","Acclaim Entertainment",0.05,0.01,0,0,0.06
12516,"Star Soldier: Vanishing Earth","N64","1998","Shooter","Hudson Entertainment",0.05,0.01,0,0,0.06
12517,"Polaris SnoCross","N64","2000","Racing","Vatical Entertainment",0.05,0.01,0,0,0.06
12518,"Worms Blast","GC","2002","Puzzle","Ubisoft",0.05,0.01,0,0,0.06
12521,"BlazBlue: Chrono Phantasma Extend","XOne","2015","Action","PQube",0.05,0.01,0,0.01,0.06
12523,"IHRA Professional Drag Racing 2005","XB","2004","Racing","Bethesda Softworks",0.04,0.01,0,0,0.06
12525,"Destiny: The Collection","PS4","2016","Shooter","Activision",0.01,0.04,0,0.01,0.06
12528,"Syndicate","PC","1992","Strategy","Electronic Arts",0,0.05,0,0.01,0.06
12529,"Digimon All-Star Rumble","X360","2014","Fighting","Namco Bandai Games",0.04,0.01,0,0.01,0.06
12533,"Combat Elite: WWII Paratroopers","PS2","N/A","Shooter","Unknown",0.03,0.02,0,0.01,0.06
12535,"Pheasants Forever Wingshooter","Wii","2010","Shooter","Unknown",0.03,0.02,0,0,0.06
12536,"Ivy the Kiwi?","Wii","2010","Puzzle","Rising Star Games",0.04,0.02,0,0,0.06
12537,"Killer Loop","PS","1999","Racing","Crave Entertainment",0.03,0.02,0,0,0.06
12540,"Worldwide Soccer","SAT","1994","Sports","Sega",0,0,0.06,0,0.06
12542,"Need for Speed: Shift","PC","2009","Racing","Electronic Arts",0,0.05,0,0.01,0.06
12543,"Zoo Tycoon: Complete Collection","PC","2003","Strategy","Microsoft Game Studios",0.03,0.02,0,0.01,0.06
12545,"Commandos: Strike Force","PS2","2006","Shooter","Eidos Interactive",0.03,0.02,0,0.01,0.06
12546,"Mobile Suit Gundam: Gundam vs. Zeta Gundam","PS2","2004","Shooter","Namco Bandai Games",0.03,0.02,0,0.01,0.06
12547,"Darksiders II","XOne","2015","Action","Nordic Games",0.03,0.02,0,0.01,0.06
12549,"Create","PC","2010","Action","Electronic Arts",0.04,0.01,0,0.01,0.06
12552,"Zoo Tycoon 2","PC","2004","Strategy","Microsoft Game Studios",0,0.05,0,0.01,0.06
12555,"Rooms: The Main Building","Wii","2010","Adventure","Hudson Soft",0.06,0,0,0,0.06
12558,"Top Gun: Hard Lock","X360","2012","Action","505 Games",0.03,0.02,0,0,0.06
12563,"PachiPara 13: Super Umi no Pachi-Pro Fuuunroku","PS2","2006","Misc","Irem Software Engineering",0,0,0.06,0,0.06
12564,"Disney Planes Fire & Rescue","Wii","2014","Action","Disney Interactive Studios",0,0.05,0,0,0.06
12565,"Attack on Titan (KOEI)","PS3","2016","Action","Tecmo Koei",0,0,0.06,0,0.06
12568,"Winning Post 4 Maximum","PS2","2000","Sports","Tecmo Koei",0,0,0.06,0,0.06
12571,"Exhibition Volume 5","XB","2004","Misc","Microsoft Game Studios",0.04,0.01,0,0,0.06
12572,"Record of Lodoss War: Eiyuu Sensou","SCD","1994","Role-Playing","Sega",0,0,0.06,0,0.06
12573,"DuckTales: Remastered","WiiU","2013","Action","Capcom",0.05,0,0,0,0.06
12574,"LEGO Batman: The Videogame","PC","2008","Action","Warner Bros. Interactive Entertainment",0.02,0.03,0,0.01,0.06
12578,"Pro Yakyuu Netsu Star 2007","PS2","2007","Sports","Namco Bandai Games",0,0,0.06,0,0.06
12579,"Klonoa Beach Volleyball","PS","2002","Sports","Namco Bandai Games",0.03,0.02,0,0,0.06
12580,"Melty Blood: Actress Again","PS2","2009","Fighting","Ecole",0,0,0.06,0,0.06
12581,"TrackMania Turbo","XOne","2016","Action","Ubisoft",0.02,0.03,0,0,0.06
12584,"Centipede: Infestation","Wii","2011","Shooter","Atari",0.06,0,0,0,0.06
12586,"SingStar Mallorca Party","PS3","2009","Misc","Sony Computer Entertainment",0,0.04,0,0.02,0.06
12587,"3D Lemmings","PS","1995","Puzzle","Psygnosis",0.03,0.02,0,0,0.06
12590,"Resident Evil - Code: Veronica X","GC","2003","Action","Capcom",0.05,0.01,0,0,0.06
12592,"Back to the Future: The Game","Wii","2011","Adventure","Telltale Games",0.05,0,0,0,0.06
12594,"Tenchi Muyou! Ryoukouki Gokuraku","SAT","1995","Adventure","Yumedia",0,0,0.06,0,0.06
12595,"Kelly Slater's Pro Surfer","GC","2002","Sports","Activision",0.05,0.01,0,0,0.06
12597,"Sacred 3","X360","2014","Role-Playing","Deep Silver",0.03,0.03,0,0.01,0.06
12600,"Trapt","PS2","2005","Action","Tecmo Koei",0.03,0.02,0,0.01,0.06
12602,"Splat Renegade Paintball","XB","2005","Sports","Take-Two Interactive",0.04,0.01,0,0,0.06
12605,"Jumper: Griffin's Story","X360","2008","Action","Eidos Interactive",0.05,0,0,0,0.06
12606,"Worms 3D","XB","2003","Strategy","Sega",0.04,0.01,0,0,0.06
12607,"pro evolution soccer 2011","PC","2010","Sports","Konami Digital Entertainment",0,0.05,0,0.01,0.06
12613,"Dragon Rage","PS2","2001","Shooter","3DO",0.03,0.02,0,0.01,0.06
12616,"Dance Sensation!","Wii","2010","Misc","Majesco Entertainment",0.06,0,0,0,0.06
12617,"Brave: A Warrior's Tale","Wii","2009","Action","SouthPeak Games",0.05,0,0,0,0.06
12619,"Raw Danger! (JP sales)","PS2","2006","Action","505 Games",0,0,0.06,0,0.06
12620,"Archer Maclean Presents: Pool Paradise","PS2","2004","Sports","Ignition Entertainment",0.03,0.02,0,0.01,0.06
12624,"S.T.A.L.K.E.R.: Shadow of Chernobyl","PC","2007","Shooter","THQ",0.01,0.04,0,0.01,0.06
12626,"Tron 2.0: Killer App","XB","2004","Action","Disney Interactive Studios",0.04,0.01,0,0,0.06
12628,"Captain America: Super Soldier","Wii","N/A","Action","Sega",0.05,0,0,0,0.06
12631,"The Fast and the Furious","PS2","2006","Racing","Namco Bandai Games",0.03,0.02,0,0.01,0.06
12632,"Gem Smashers","Wii","2011","Platform","Crave Entertainment",0.05,0,0,0,0.06
12633,"Super Robot Wars OG: The Moon Dwellers","PS3","2016","Misc","Namco Bandai Games",0,0,0.06,0,0.06
12634,"G-Police: Weapons of Justice","PS","1999","Action","Psygnosis",0.03,0.02,0,0,0.06
12635,"Killing Zone","PS","1996","Fighting","Acclaim Entertainment",0.03,0.02,0,0,0.06
12637,"Policenauts","3DO","1995","Adventure","Konami Digital Entertainment",0,0,0.06,0,0.06
12638,"Adventures of Lolo","NES","1989","Puzzle","HAL Laboratory",0.06,0,0,0,0.06
12640,"Game of Thrones (Telltale)","PS3","2015","Adventure","Telltale Games",0.02,0.03,0,0.01,0.06
12641,"Call of Duty: The War Collection","X360","2010","Shooter","Activision",0.05,0,0,0,0.06
12642,"Warriors Orochi 2","X360","2008","Action","Tecmo Koei",0.04,0,0.01,0,0.06
12643,"The History Channel: Battle for the Pacific","X360","2007","Shooter","Activision",0.05,0,0,0,0.06
12646,"Project Setsuna","PS4","2016","Role-Playing","Square Enix",0,0,0.06,0,0.06
12647,"Syphon Filter: Logan's Shadow","PS2","2010","Shooter","Sony Computer Entertainment",0.03,0.02,0,0.01,0.06
12648,"NTRA Breeders' Cup World Thoroughbred Championships","XB","2005","Simulation","Bethesda Softworks",0.04,0.01,0,0,0.06
12650,"Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune","PS2","2008","Misc","Paon",0,0,0.06,0,0.06
12651,"Tanjou S Debut","SAT","1996","Simulation","NEC Interchannel",0,0,0.06,0,0.06
12653,"Brave: A Warrior's Tale","X360","2009","Action","SouthPeak Games",0.05,0.01,0,0,0.06
12654,"Pop'n TwinBee: Rainbow Bell Adventure","SNES","1993","Platform","Konami Digital Entertainment",0,0,0.06,0,0.06
