"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
15160,"Ukiyo no Roushi","PSV","2015","Action","Unknown",0,0,0.02,0,0.02
15161,"SBK: Snowboard Kids","DS","2005","Sports","Rising Star Games",0.02,0,0,0,0.02
15162,"Warriors of the Lost Empire (JP sales)","PSP","2007","Role-Playing","Mercury Games",0,0,0.02,0,0.02
15164,"Lode Runner","DS","2006","Puzzle","Hudson Entertainment",0,0,0.02,0,0.02
15170,"Freedom Wings","DS","2006","Simulation","Natsume",0.02,0,0,0,0.02
15173,"Dream Chronicles","DS","2010","Adventure","Zoo Games",0.02,0,0,0,0.02
15178,"Doki Majo Plus","DS","2009","Adventure","SNK Playmore",0,0,0.02,0,0.02
15183,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike","PSP","2009","Action","D3Publisher",0,0,0.02,0,0.02
15187,"Sengoku Otome: Legend Battle","PSV","2016","Action","Unknown",0,0,0.02,0,0.02
15189,"Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri","PSP","2006","Misc","Yamasa Entertainment",0,0,0.02,0,0.02
15190,"Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP","DS","2011","Misc","Plenty",0,0,0.02,0,0.02
15191,"Fritz Chess","DS","2009","Strategy","Deep Silver",0.02,0,0,0,0.02
15192,"Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World","PSP","2011","Adventure","Quinrose",0,0,0.02,0,0.02
15197,"Let's Play Flight Attendant","DS","2010","Simulation","Deep Silver",0.02,0,0,0,0.02
15198,"Akai Ito DS","DS","2008","Adventure","Alchemist",0,0,0.02,0,0.02
15211,"Steal Princess","DS","N/A","Platform","Unknown",0.02,0,0,0,0.02
15215,"Disney's Meet the Robinsons","DS","2007","Action","Disney Interactive Studios",0.02,0,0,0,0.02
15216,"Casper's Scare School: Classroom Capers","DS","2008","Adventure","Blast! Entertainment Ltd",0.02,0,0,0,0.02
15217,"Moujuutsukai to Oujisama Portable","PSP","2011","Adventure","Idea Factory",0,0,0.02,0,0.02
15219,"Genroh","PSP","2012","Action","Idea Factory",0,0,0.02,0,0.02
15220,"Otome wa Oanesama Boku ni Koi Shiteru Portable","PSP","2010","Adventure","Alchemist",0,0,0.02,0,0.02
15224,"Tennis no Oji-Sama: Driving Smash! Side King","DS","2008","Sports","Konami Digital Entertainment",0,0,0.02,0,0.02
15226,"Kannou Mukashi Banashi Portable","PSP","2012","Adventure","Idea Factory",0,0,0.02,0,0.02
15228,"Diabolik Lovers: More Blood","PSV","2015","Adventure","Idea Factory",0,0,0.02,0,0.02
15230,"UnchainBlades EXXiV","3DS","2012","Role-Playing","FuRyu",0,0,0.02,0,0.02
15231,"The Fast and the Furious","PSP","2007","Racing","Deep Silver",0.02,0,0,0,0.02
15238,"Dies Irae: Amantes Amentes","PSP","2012","Action","Views",0,0,0.02,0,0.02
15239,"Puyo Puyo! 15th Anniversary","PSP","2007","Puzzle","Sega",0,0,0.02,0,0.02
15240,"Mind over Matter","DS","2010","Puzzle","505 Games",0.02,0,0,0,0.02
15242,"Discovery Kids: Snake Safari","DS","2009","Simulation","505 Games",0.02,0,0,0,0.02
15244,"Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu","DS","2008","Misc","Square Enix",0,0,0.02,0,0.02
15248,"Jewel Master: Cradle Of Rome 2","DS","2011","Puzzle","Rising Star Games",0,0.02,0,0,0.02
15249,"Sakura Wars 1 & 2","PSP","2006","Strategy","Sega",0,0,0.02,0,0.02
15250,"Kao Challengers","PSP","2005","Platform","Atari",0.02,0,0,0,0.02
15251,"Brave: The Video Game","DS","2012","Action","Disney Interactive Studios",0,0.02,0,0,0.02
15256,"Canimal Triple","PSV","2014","Misc","Warner Bros. Interactive Entertainment",0,0.02,0,0,0.02
15257,"Tengen Toppa Gurren-Lagann","DS","2007","Action","Konami Digital Entertainment",0,0,0.02,0,0.02
15264,"Mario Tennis","3DS","N/A","Sports","N/A",0,0,0.02,0,0.02
15265,"Higurashi Daybreak Portable Mega Edition","PSP","2009","Adventure","Alchemist",0,0,0.02,0,0.02
15266,"Dragon's Lair","DS","2010","Platform","Destineer",0.02,0,0,0,0.02
15269,"Shiratsuyu no Kai","PSP","2013","Adventure","Idea Factory",0,0,0.02,0,0.02
15273,"World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto","PSP","2008","Simulation","fonfun",0,0,0.02,0,0.02
15279,"Kill.Switch","GBA","2004","Shooter","Zoo Digital Publishing",0.02,0.01,0,0,0.02
15280,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!","PSP","2010","Adventure","Idea Factory",0,0,0.02,0,0.02
15282,"Heavy Fire: The Chosen Few 3D","3DS","2011","Shooter","Mastiff",0.02,0,0,0,0.02
15283,"Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore","DS","2008","Misc","Benesse",0,0,0.02,0,0.02
15284,"Hyakka Hyakurou: Sengoku Ninpoujou","PSV","2016","Adventure","D3Publisher",0,0,0.02,0,0.02
15285,"Jake Hunter: Detective Chronicles","DS","2008","Adventure","Aksys Games",0.02,0,0,0,0.02
15286,"Gekka Ryouran Romance","PSP","2011","Adventure","Idea Factory",0,0,0.02,0,0.02
15290,"Crime Scene","DS","2009","Adventure","Nobilis",0,0.02,0,0,0.02
15291,"Military History: Commander - Europe at War","PSP","2009","Strategy","Slitherine Software",0,0.01,0,0.01,0.02
15295,"Gochuumon wa Usagi Desu ka?? Wonderful Party!","PSV","2016","Adventure","5pb",0,0,0.02,0,0.02
15297,"Detective Jinguuji Saburo: Ronde Revenge","3DS","2012","Action","Arc System Works",0,0,0.02,0,0.02
15300,"Tsuyo Kiss 2 Portable","PSP","2010","Adventure","NetRevo",0,0,0.02,0,0.02
15302,"Mar Heaven: Karudea no Akuma","DS","2006","Role-Playing","Konami Digital Entertainment",0,0,0.02,0,0.02
15307,"Hoppie","DS","2011","Platform","Jack of All Games",0.02,0,0,0,0.02
15309,"Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri","DS","2007","Misc","Tecmo Koei",0,0,0.02,0,0.02
15311,"T.A.C. Heroes : Big Red One","DS","2010","Strategy","Storm City Games",0.02,0,0,0,0.02
15316,"Puzzle Quest: Challenge of the Warlords","PSP","2007","Puzzle","D3Publisher",0.01,0,0,0,0.02
15318,"Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa","DS","2007","Adventure","Marvelous Interactive",0,0,0.02,0,0.02
15319,"Runaway: A Twist of Fate","DS","N/A","Adventure","Focus Home Interactive",0,0.02,0,0,0.02
15320,"Hot 'n' Cold","DS","2009","Action","Majesco Entertainment",0.02,0,0,0,0.02
15321,"Nisenochigiri","PSP","2010","Adventure","Idea Factory",0,0,0.02,0,0.02
15322,"Wakeboarding Unleashed Featuring Shaun Murray","GBA","2003","Sports","Aspyr",0.01,0.01,0,0,0.02
15327,"Livly Garden","DS","2010","Simulation","Marvelous Interactive",0,0,0.02,0,0.02
15328,"Nicktoons Collection: Game Boy Advance Video Volume 3","GBA","2005","Misc","N/A",0.01,0.01,0,0,0.02
15329,"Elminage III: Ankoku no Shito to Yaiyou no Kyuuden","PSP","2011","Role-Playing","Starfish",0,0,0.02,0,0.02
15330,"Commando: Steel Disaster","DS","2008","Shooter","Lexicon Entertainment",0.02,0,0,0,0.02
15337,"Hakuouki: Yuugi Roku DS","DS","2011","Adventure","Idea Factory",0,0,0.02,0,0.02
15338,"Mystery Tales 2: The Spirit Mask","DS","2011","Puzzle","Unknown",0,0.02,0,0,0.02
15339,"Kung Fu Panda: Showdown of Legendary Legends","3DS","2015","Action","Little Orbit",0,0.02,0,0,0.02
15340,"Shonen Jump's Shaman King: Master of Spirits 2","GBA","2005","Role-Playing","Konami Digital Entertainment",0.01,0.01,0,0,0.02
15343,"Toki no Kizuna: Hanayui Tsuzuri","PSP","2013","Adventure","Idea Factory",0,0,0.02,0,0.02
15351,"Disney Sports Football","GBA","2002","Sports","Unknown",0.01,0.01,0,0,0.02
15354,"Chicken Hunter","DS","2007","Shooter","Phoenix Games",0.02,0,0,0,0.02
15355,"Hakuoki: Shinkai - Furi no Shou","PSV","2015","Action","Idea Factory",0,0,0.02,0,0.02
15358,"Onechanbara Special","PSP","2011","Action","D3Publisher",0,0,0.02,0,0.02
15360,"Saki: Achiga-Hen Portable","PSP","2013","Adventure","Alchemist",0,0,0.02,0,0.02
15361,"Bella Sara 2 - The Magic of Drasilmare","3DS","2013","Adventure","Big Ben Interactive",0,0.02,0,0,0.02
15362,"Minna de Dokusho: Keatai Shousetsu Desu","PSP","2008","Misc","Dorart",0,0,0.02,0,0.02
15363,"Polar Bowler","DS","2008","Sports","Mumbo Jumbo",0.02,0,0,0,0.02
15364,"Prehistorik Man","GBA","2001","Platform","THQ",0.01,0.01,0,0,0.02
15365,"F1 2002","GBA","2002","Racing","Destination Software, Inc",0.01,0.01,0,0,0.02
15367,"Jinguuji Saburou DS: Akai Chou","DS","2010","Adventure","Arc System Works",0,0,0.02,0,0.02
15369,"UnchainBlades EXXiV","PSP","2012","Role-Playing","FuRyu",0,0,0.02,0,0.02
15371,"Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou","DS","2008","Adventure","Namco Bandai Games",0,0,0.02,0,0.02
15372,"The Legend of Heroes: Trails in the Sky Third Chapter","PSV","2016","Role-Playing","Nihon Falcom Corporation",0,0,0.02,0,0.02
15374,"Jewel Link: Galactic Quest","DS","2012","Action","Avanquest Software",0,0.02,0,0,0.02
15377,"Kawaii Koinu DS 3","DS","2010","Simulation","MTO",0,0,0.02,0,0.02
15378,"Chuugen no Hasha: Sangoku Shouseiden","PSP","2006","Strategy","Namco Bandai Games",0,0,0.02,0,0.02
15379,"Chevrolet Camaro: Wild Ride","DS","2010","Racing","Storm City Games",0.02,0,0,0,0.02
15382,"Joker no Kuni no Alice: Wonderful Wonder World","PSP","2011","Adventure","Quinrose",0,0,0.02,0,0.02
15383,"Cross Treasures","DS","2009","Role-Playing","Square Enix",0,0,0.02,0,0.02
15386,"Samurai & Dragons","PSV","2012","Action","Sega",0,0,0.02,0,0.02
15388,"Elminage Original: Majo to Megami to Kamigami no Yubiwa","PSP","2011","Role-Playing","Starfish",0,0,0.02,0,0.02
15389,"TalkMan","PSP","2006","Misc","Sony Computer Entertainment",0,0,0.02,0,0.02
15391,"Uta no * Prince-Sama","PSP","2010","Adventure","Broccoli",0,0,0.02,0,0.02
15393,"Elminage Gothic: Ulm Zakir to Yami no Gishiki","PSP","2012","Role-Playing","Starfish",0,0,0.02,0,0.02
15394,"Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator","PSP","2006","Misc","Sega",0,0,0.02,0,0.02
15395,"Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!","3DS","2011","Action","Namco Bandai Games",0,0,0.02,0,0.02
15396,"Invizimals: The Resistance","PSV","2014","Role-Playing","Sony Computer Entertainment",0,0.02,0,0,0.02
15398,"B-17: Fortress in the Sky","DS","2007","Simulation","DSI Games",0.02,0,0,0,0.02
15399,"Mushishi: Amefuru Sato","DS","2008","Simulation","Marvelous Interactive",0,0,0.02,0,0.02
15400,"Arcana Famiglia: Vascello Phantasma no Majutsushi","PSP","2012","Action","Comfort",0,0,0.02,0,0.02
15403,"Psycho-Pass: Mandatory Happiness","PSV","2016","Adventure","Nippon Ichi Software",0,0.01,0.01,0,0.02
15408,"Vitamin R","PSP","2013","Adventure","D3Publisher",0,0,0.02,0,0.02
15411,"Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation","GBA","2006","Action","Atari",0.01,0.01,0,0,0.02
15415,"Puzzle City","DS","2009","Puzzle","Destineer",0.02,0,0,0,0.02
15416,"Gakuen K: Wonderful School Days","PSP","2014","Adventure","Idea Factory",0,0,0.02,0,0.02
15419,"Pastel Chime Continue","PSP","2010","Adventure","5pb",0,0,0.02,0,0.02
15422,"Zwei!!","PSP","2008","Role-Playing","Falcom Corporation",0,0,0.02,0,0.02
15424,"Ro-Kyu-Bu! Lost Secret","PSP","2013","Adventure","Kadokawa Shoten",0,0,0.02,0,0.02
15427,"Net High","PSV","2015","Adventure","Marvelous Games",0,0,0.02,0,0.02
15429,"Defendin' De Penguin","DS","2008","Strategy","Zushi Games",0.02,0,0,0,0.02
15434,"Kokoro Connect: Yochi Random","PSP","2012","Action","Namco Bandai Games",0,0,0.02,0,0.02
15435,"Tenkai Knights: Brave Battle","3DS","2014","Action","Namco Bandai Games",0.01,0.01,0,0,0.02
15441,"Warship Gunner 2 Portable","PSP","2009","Simulation","Tecmo Koei",0,0,0.02,0,0.02
15442,"Nervous Brickdown","DS","2007","Puzzle","Eidos Interactive",0,0.01,0,0,0.02
15443,"Downtown Nekketsu Jidaigek","3DS","2015","Action","Arc System Works",0,0,0.02,0,0.02
15447,"Spanish for Everyone!","DS","2007","Puzzle","Activision",0.02,0,0,0,0.02
15449,"Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version","PSV","2015","Strategy","Tecmo Koei",0,0,0.02,0,0.02
15452,"Angelique Retour","PSV","2015","Action","Tecmo Koei",0,0,0.02,0,0.02
15453,"Winx Club: Saving Alfea","DS","2014","Action","Namco Bandai Games",0.02,0,0,0,0.02
15456,"Car Battler Joe","GBA","2001","Role-Playing","Victor Interactive",0.01,0.01,0,0,0.02
15458,"StormLover Karen!!","PSP","2011","Adventure","D3Publisher",0,0,0.02,0,0.02
15462,"Coded Soul: Uke Keigareshi Idea","PSP","2008","Role-Playing","Sony Computer Entertainment",0,0,0.02,0,0.02
15464,"AIR","PSP","2007","Adventure","Prototype",0,0,0.02,0,0.02
15468,"Garfield Gets Real","DS","2009","Action","Zushi Games",0,0.02,0,0,0.02
15475,"Date-A-Live Twin Edition: Rio Reincarnation","PSV","2015","Action","Compile Heart",0,0,0.02,0,0.02
15480,"Heroes VS","PSP","2013","Fighting","Namco Bandai Games",0,0,0.02,0,0.02
15481,"Kazoku Keikaku","PSP","2010","Adventure","CyberFront",0,0,0.02,0,0.02
15487,"Rainbow Islands Revolution","DS","2005","Platform","Rising Star Games",0.01,0,0,0,0.02
15489,"Virtual Kasparov","GBA","2002","Strategy","Titus",0.01,0.01,0,0,0.02
15491,"Dynasty Warriors 8: Empires","PSV","2015","Action","Tecmo Koei",0,0,0.02,0,0.02
15492,"Mary King's Riding School","DS","2008","Simulation","Ghostlight",0,0.02,0,0,0.02
15493,"Devil Survivor: Over Clock","3DS","2015","Strategy","Atlus",0,0,0.02,0,0.02
15494,"PC Engine Best Collection: Tengai Makyou Collection","PSP","2008","Role-Playing","Hudson Soft",0,0,0.02,0,0.02
15496,"Otoko Yukaku","PSV","2015","Action","D3Publisher",0,0,0.02,0,0.02
15499,"Rose to Tasogare no Kojou","PSV","2016","Action","Nippon Ichi Software",0,0,0.02,0,0.02
15501,"Azada","3DS","2012","Puzzle","Licensed 4U",0,0.02,0,0,0.02
15503,"Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome","PSP","2010","Misc","Karin Entertainment",0,0,0.02,0,0.02
15504,"Dreamer Series: Horse Trainer","DS","2008","Simulation","DreamCatcher Interactive",0.02,0,0,0,0.02
15509,"Meiji Toukyou Renka","PSP","2013","Adventure","Broccoli",0,0,0.02,0,0.02
15511,"Hakuoki: Shinkai - Hana no Shou","PSV","2016","Adventure","Idea Factory",0,0,0.02,0,0.02
15514,"Higurashi no Naku Koro ni: Jan","PSP","2009","Misc","AQ Interactive",0,0,0.02,0,0.02
15515,"Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira","PSP","2012","Action","Idea Factory",0,0,0.02,0,0.02
15519,"Battle Spirits: Kiseki no Hasha","PSP","2009","Role-Playing","Namco Bandai Games",0,0,0.02,0,0.02
15521,"Chrysler Classic Racing","DS","2008","Racing","Zoo Games",0.02,0,0,0,0.02
15523,"The Cheetah Girls","GBA","2006","Misc","Disney Interactive Studios",0.01,0,0,0,0.02
15527,"Seitokai no Ichizon: DS-suru Seitokai","DS","2010","Adventure","Kadokawa Shoten",0,0,0.02,0,0.02
15528,"Teenage Mutant Ninja Turtles Double Pack","GBA","2006","Action","Konami Digital Entertainment",0.01,0,0,0,0.02
15536,"Shrek / Shark Tale Game Boy Advance Video","GBA","2006","Misc","Hasbro Interactive",0.01,0,0,0,0.02
15540,"The Mummy","GBA","2002","Action","Ubisoft",0.01,0,0,0,0.02
15545,"Snow Portable","PSP","2007","Adventure","Prototype",0,0,0.02,0,0.02
15546,"Poyo Poyo Kansatsu Nikki","3DS","2012","Action","IE Institute",0,0,0.02,0,0.02
15547,"Jinsei Game DS","DS","2006","Misc","Atlus",0,0,0.02,0,0.02
15550,"Reversal Challenge","DS","2009","Misc","Tommo",0.02,0,0,0,0.02
15552,"Miyako","PSP","2010","Adventure","Idea Factory",0,0,0.02,0,0.02
15553,"Motto NUGA-CEL!","PSP","2010","Adventure","Idea Factory",0,0,0.02,0,0.02
15555,"11eyes: CrossOver","PSP","2010","Adventure","5pb",0,0,0.02,0,0.02
15557,"Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi","PSV","2015","Adventure","dramatic create",0,0,0.02,0,0.02
15558,"Gon: BakuBakuBakuBaku Adventure","3DS","2012","Action","Namco Bandai Games",0,0,0.02,0,0.02
15559,"Style Book: Junior City","DS","2006","Misc","Namco Bandai Games",0,0,0.02,0,0.02
15560,"Amatsumi Sora ni! Kumo no Hatate ni","PSV","2015","Adventure","Prototype",0,0,0.02,0,0.02
15561,"Garfield's Nightmare","DS","2007","Platform","Game Factory",0.01,0,0,0,0.02
15564,"Lovely x Cation 1 & 2","PSV","2015","Action","5pb",0,0,0.02,0,0.02
15565,"Barbie as the Princess and the Pauper","GBA","2004","Adventure","Vivendi Games",0.01,0,0,0,0.02
15567,"Tantei Opera: Milky Holmes","PSP","2010","Adventure","Unknown",0,0,0.02,0,0.02
15571,"Micro Machines V4","PSP","2006","Racing","Codemasters",0.01,0,0,0,0.02
15572,"Entaku no Seito: The Eternal Legend","PSP","2012","Role-Playing","Kadokawa Games",0,0,0.02,0,0.02
15573,"New Atelier Rorona: Hajimari no Monogatari","3DS","2015","Action","Tecmo Koei",0,0,0.02,0,0.02
15576,"Casper's Scare School: Spooky Sports Day","DS","2009","Sports","Blast! Entertainment Ltd",0.02,0,0,0,0.02
15578,"My Hero: Doctor","DS","2009","Action","Majesco Entertainment",0.02,0,0,0,0.02
15580,"Bakumatsu Rock: Ultra Soul","PSV","2014","Misc","Marvelous Interactive",0,0,0.02,0,0.02
15581,"Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses","PSP","2010","Action","Takara Tomy",0,0,0.02,0,0.02
15583,"Elf Bowling 1 & 2","DS","2005","Sports","Ignition Entertainment",0.02,0,0,0,0.02
15584,"Niko Puchi Girls Runway","3DS","2015","Misc","Happinet",0,0,0.02,0,0.02
15585,"MotoGP 14","PSV","2014","Racing","Milestone S.r.l.",0,0.01,0,0,0.02
15586,"Bomberman 2","DS","2008","Puzzle","Hudson Soft",0,0.01,0,0,0.02
15588,"Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen","DS","2010","Simulation","Square Enix",0,0,0.02,0,0.02
15590,"Gakken DS: Shin TOEIC Test Kanzen Kouryaku","DS","2007","Misc","Gakken",0,0,0.02,0,0.02
15591,"SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen","DS","2010","Action","Namco Bandai Games",0,0,0.02,0,0.02
15593,"Starry ? Sky: After Summer","PSP","2013","Misc","Asgard",0,0,0.02,0,0.02
15594,"Puzzle Guzzle","PSP","2007","Puzzle","DHM Interactive",0.02,0,0,0,0.02
15600,"Frisbee Disc Freestyle / Frisbee Disc Golf","DS","2007","Sports","DSI Games",0.02,0,0,0,0.02
15603,"Emergency 2012","DS","2010","Simulation","Rondomedia",0,0.02,0,0,0.02
15605,"Suzumiya Haruhi-Chan no Mahjong","PSP","2011","Misc","Kadokawa Shoten",0,0,0.02,0,0.02
15607,"Aqua Panic!","DS","2009","Puzzle","Neko Entertainment",0.01,0.01,0,0,0.02
15609,"Writing and Speaking Beautiful Japanese DS","DS","N/A","Misc","Unknown",0,0,0.02,0,0.02
15611,"Kong: The Animated Series","GBA","2002","Action","BAM! Entertainment",0.01,0,0,0,0.02
15617,"Koisuru Otome to Shugo no Tate Portable","PSP","2010","Adventure","Alchemist",0,0,0.02,0,0.02
15618,"PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana","3DS","2012","Action","Irem Software Engineering",0,0,0.02,0,0.02
15619,"Nodame Cantabile: Tanoshii Ongaku no Jikan Desu","DS","2010","Misc","Namco Bandai Games",0,0,0.02,0,0.02
15621,"Ben 10 Omniverse 2","3DS","2013","Action","Namco Bandai Games",0,0.02,0,0,0.02
15624,"Dancing on Ice","DS","2010","Sports","Ghostlight",0,0.02,0,0,0.02
15625,"Tiny Toon Adventures: Wacky Stackers","GBA","2001","Puzzle","Conspiracy Entertainment",0.01,0,0,0,0.02
15626,"Princess Frontier Portable","PSP","2011","Adventure","Alchemist",0,0,0.02,0,0.02
15628,"Touch Detective (JP sales)","DS","2006","Adventure","505 Games",0,0,0.02,0,0.02
15633,"Robopon 2: Cross Version","GBA","2001","Role-Playing","Hudson Entertainment",0.01,0,0,0,0.02
15635,"Ultimate Puzzle Games","GBA","2005","Puzzle","Telegames",0.01,0,0,0,0.02
15637,"Kimikare: New Semester","PSP","2012","Action","Idea Factory",0,0,0.02,0,0.02
15641,"Elminage II: Sousei no Megami to Unmei no Daichi","PSP","2009","Role-Playing","Starfish",0,0,0.02,0,0.02
15644,"Grisaia no Rakuen: Le Eden de la Grisaia","PSV","2014","Adventure","Prototype",0,0,0.02,0,0.02
15646,"Seinaru Kana: Orichalcum no Na no Motoni","PSP","2012","Action","CyberFront",0,0,0.02,0,0.02
15653,"Space Channel 5: Ulala's Cosmic Attack","GBA","2002","Misc","Atari",0.01,0,0,0,0.02
15656,"Disney Sports Basketball","GBA","2002","Sports","Konami Digital Entertainment",0.01,0,0,0,0.02
15658,"Ozzy & Drix","GBA","2003","Platform","Midway Games",0.01,0,0,0,0.02
15659,"Barnyard Blast: Swine of the Night","DS","2008","Platform","Big Ben Interactive",0.02,0,0,0,0.02
15663,"Nobunaga no Yabou: Soutensoku with Power-Up Kit","PSP","2011","Strategy","Tecmo Koei",0,0,0.02,0,0.02
15668,"Moe Star: Moeru Toudai Eigojuku","DS","2008","Misc","Mirai Shounen",0,0,0.02,0,0.02
15672,"Tegami Bachi: Kokoro Tsumugu Mono e","PSP","2010","Role-Playing","Konami Digital Entertainment",0,0,0.02,0,0.02
15673,"NEVES","DS","2007","Puzzle","Ignition Entertainment",0.01,0,0,0,0.02
15676,"Antiphona no Seikahime: Tenshi no Gakufu Op.A","PSP","2009","Role-Playing","Nippon Ichi Software",0,0,0.02,0,0.02
15680,"Balls of Fury","DS","2007","Sports","Zoo Digital Publishing",0.02,0,0,0,0.02
15681,"50 Classic Games","3DS","2012","Misc","Avanquest Software",0,0.02,0,0,0.02
15683,"Eyeshield 21: Portable Edition","PSP","2006","Role-Playing","Konami Digital Entertainment",0,0,0.02,0,0.02
15685,"Kabushiki Baibai Trainer: Kabutore! Next","DS","2007","Simulation","Konami Digital Entertainment",0,0,0.02,0,0.02
15686,"Machi: Unmei no Kousaten","PSP","2006","Adventure","ChunSoft",0,0,0.02,0,0.02
15688,"Golden Nugget Casino DS","DS","2005","Misc","Majesco Entertainment",0.02,0,0,0,0.02
15692,"Robotics;Notes","PSV","2014","Adventure","5pb",0,0,0.02,0,0.02
15693,"Ketsui Death Label","DS","2008","Shooter","Arika",0,0,0.02,0,0.02
15694,"Prince of Stride","PSV","2015","Adventure","Kadokawa Games",0,0,0.02,0,0.02
15696,"SD Gundam Force","GBA","2004","Shooter","Namco Bandai Games",0.01,0,0,0,0.02
15697,"Mechanic Master 2","DS","2010","Puzzle","Crave Entertainment",0.02,0,0,0,0.02
15699,"Clover no Kuni no Alice: Wonderful Wonder World","PSP","2011","Adventure","Quinrose",0,0,0.02,0,0.02
15700,"Shonen Jump's Yu-Gi-Oh! GX Card Almanac","DS","N/A","Misc","Konami Digital Entertainment",0,0,0.02,0,0.02
15703,"Monster High 13 Wishes","3DS","2013","Action","Little Orbit",0,0.02,0,0,0.02
15704,"GA - Geijutsuka Art Design Class: Slapstick Wonder Land","PSP","2010","Adventure","Russel",0,0,0.02,0,0.02
15705,"Planetarian: Chiisana Hoshi no Yume","PSP","2009","Adventure","Prototype",0,0,0.02,0,0.02
15707,"Cabbage Patch Kids: The Patch Puppy Rescue","GBA","2007","Misc","D3Publisher",0.01,0,0,0,0.02
15708,"Sarah: Keeper of the Unicorn","DS","2009","Adventure","DreamCatcher Interactive",0.02,0,0,0,0.02
15712,"Ultraman Star Chronicles","PSP","2013","Strategy","Namco Bandai Games",0,0,0.02,0,0.02
15713,"Ginga Tetsudou 999 DS","DS","2010","Adventure","Culture Brain",0,0,0.02,0,0.02
15716,"Aedis Eclipse: Generation of Chaos","PSP","2006","Role-Playing","Idea Factory",0.02,0,0,0,0.02
15719,"Nil Admirari no Tenbin: Teito Genwaku Toukidan","PSV","2016","Adventure","Idea Factory",0,0,0.02,0,0.02
15724,"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar","PSP","2013","Adventure","Idea Factory",0,0,0.02,0,0.02
15725,"Zoids Dash","DS","2006","Role-Playing","Tomy Corporation",0,0,0.02,0,0.02
15727,"Vitamin X Evolution Plus","PSP","2010","Adventure","D3Publisher",0,0,0.02,0,0.02
15733,"Super Speed Machines","DS","2009","Racing","Midas Interactive Entertainment",0.02,0,0,0,0.02
15734,"Nano Diver","PSP","2011","Action","Takara Tomy",0,0,0.02,0,0.02
15735,"Elkrone no Atelier: Dear for Otomate","PSP","2012","Action","Idea Factory",0,0,0.02,0,0.02
15736,"DJ Star","DS","2009","Misc","Deep Silver",0.01,0,0,0,0.02
15738,"Cookie & Cream","DS","2007","Platform","505 Games",0.01,0,0,0,0.02
15740,"Otometeki Koi Kakumei * Love Revo!! DS","DS","2008","Adventure","GungHo",0,0,0.02,0,0.02
15741,"Clue / Mouse Trap / Perfection / Aggravation","DS","2006","Misc","Unknown",0.02,0,0,0,0.02
15745,"My Ballet Studio","DS","2009","Simulation","505 Games",0.01,0,0,0,0.02
15746,"Postman Pat: Special Delivery Service","DS","2009","Misc","GSP",0,0.01,0,0,0.02
15747,"Cross + Channel","PSP","2010","Adventure","CyberFront",0,0,0.02,0,0.02
15750,"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!","DS","2010","Misc","Namco Bandai Games",0,0,0.02,0,0.02
15752,"Abunai: Koi no Sousa Shitsu","PSV","2015","Action","Asgard",0,0,0.02,0,0.02
15754,"Let's Yoga!","DS","2007","Misc","Konami Digital Entertainment",0,0,0.02,0,0.02
15756,"Memories Off: Yubikiri no Kikou","PSP","2011","Adventure","5pb",0,0,0.02,0,0.02
15757,"L.G.S: Shinsetsu Houshinengi","PSP","2012","Action","Idea Factory",0,0,0.02,0,0.02
15760,"Hurry Up Hedgehog!","DS","2009","Racing","O-Games",0.02,0,0,0,0.02
15761,"Hands On! Tangrams","DS","2009","Puzzle","Storm City Games",0.02,0,0,0,0.02
